Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,FEN,SetUp,PGN,turn_1,turn_2,turn_3,turn_4,turn_5,turn_6,turn_7,turn_8,turn_1_eval,turn_2_eval,turn_3_eval,turn_4_eval,turn_5_eval,turn_6_eval,turn_7_eval,turn_8_eval
Rated Blitz game,https://lichess.org/hKuDaZd5,2022.10.10,cubicinfinity,TaTa_NiNi,1-0,2022.10.10,04:41:28,926,931,+6,-6,Standard,300+3,D01,Normal,NA,NA,1. d4 d5 2. Bf4 Nf6 3. Nc3 Nc6 4. e3 a6 5. Bd3 Bd7 6. e4 e6 7. Qe2 Bb4 8. exd5 Nxd5 9. O-O-O Nxc3 10. bxc3 Bxc3 11. Nf3 O-O 12. Qe4 g6 13. d5 f5 14. Qc4 exd5 15. Qxc3 b5 16. Bh6 d4 17. Nxd4 Rf7 18. Nxc6 Bxc6 19. Qxc6 Qh4 20. Be3 Qa4 21. Qd5 Rf8 22. Kd2 Qa5+ 23. c3 Qa4 24. f4 a5 25. Bxb5 Qa3 26. Bc5 Qb2+ 27. Kd3 a4 28. Bxf8 Qf2 29. Bc4 Kh8 30. Qxf7 a3 31. Qg7# 1-0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 4 4,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/2N1P3/PPP2PPP/R2QKBNR b KQkq - 0 4,r1bqkb1r/1pp1pppp/p1n2n2/3p4/3P1B2/2N1P3/PPP2PPP/R2QKBNR w KQkq - 0 5,cp 11 lowerbound,cp 14 lowerbound,cp -11 upperbound,cp 13 lowerbound,cp -13 lowerbound,cp 7 upperbound,cp -7 upperbound,cp 19 lowerbound
Rated Blitz game,https://lichess.org/GPBhYYUI,2022.10.09,cubicinfinity,ChessNoob3337,1-0,2022.10.09,04:33:55,921,902,+5,-17,Standard,180+2,A20,Normal,NA,NA,1. c4 e5 2. b4 Nf6 3. b5 d5 4. Qb3 c6 5. bxc6 Nxc6 6. e3 dxc4 7. Qxc4 Be6 8. Qb5 a6 9. Qxb7 Bb4 10. Qxc6+ 1-0,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/1PP5/8/P2PPPPP/RNBQKBNR b KQkq - 0 2,rnbqkb1r/pppp1ppp/5n2/4p3/1PP5/8/P2PPPPP/RNBQKBNR w KQkq - 1 3,rnbqkb1r/pppp1ppp/5n2/1P2p3/2P5/8/P2PPPPP/RNBQKBNR b KQkq - 0 3,rnbqkb1r/ppp2ppp/5n2/1P1pp3/2P5/8/P2PPPPP/RNBQKBNR w KQkq - 0 4,rnbqkb1r/ppp2ppp/5n2/1P1pp3/2P5/1Q6/P2PPPPP/RNB1KBNR b KQkq - 1 4,rnbqkb1r/pp3ppp/2p2n2/1P1pp3/2P5/1Q6/P2PPPPP/RNB1KBNR w KQkq - 0 5,cp -4 upperbound,cp 8 upperbound,cp -7 lowerbound,cp 13,cp -9 upperbound,cp -29,cp 32,cp -29 upperbound
Rated Blitz game,https://lichess.org/dy5iYQ3V,2022.10.09,xayrhmtbfpqh,cubicinfinity,1-0,2022.10.09,04:27:34,891,927,+7,-6,Standard,180+2,D02,Normal,NA,NA,1. d4 d5 2. Bf4 Nf6 3. Nf3 Nc6 4. e3 b6 5. Bd3 e6 6. O-O Nb4 7. Na3 Nxd3 8. Qxd3 Ne4 9. Ne5 Bd6 10. Nc6 Qf6 11. Bxd6 Nxd6 12. Ne5 O-O 13. Nb5 Nxb5 14. Qxb5 Rd8 15. Nc6 Rd6 16. c4 Bd7 17. cxd5 Bxc6 18. dxc6 a6 19. Qd3 Rd5 20. e4 Qxd4 21. Qxd4 Rxd4 22. Rfd1 Rxe4 23. Rd7 Rc4 24. Rxc7 Rd8 25. Rd7 Rxd7 26. cxd7 Rd4 27. Rc1 Rxd7 28. Rc8+ Rd8 29. Rxd8# 1-0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 4 4,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,r1bqkb1r/p1p1pppp/1pn2n2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,cp -27,cp 26,cp -33 upperbound,cp -29,cp 28 upperbound,cp -23 upperbound,cp 36,cp -38 lowerbound
Rated Blitz game,https://lichess.org/IdHQgpcQ,2022.10.09,sagar0022,cubicinfinity,0-1,2022.10.09,04:22:57,899,922,-10,+5,Standard,180+2,C46,Time forfeit,NA,NA,1. e4 e5 2. Nf3 Nc6 3. Nc3 Bc5 4. d3 d6 5. Bg5 f6 6. Be3 Bxe3 7. fxe3 Nh6 8. Nh4 Ng4 9. h3 Nxe3 10. Qh5+ g6 11. Qh6 Nxc2+ 12. Kd2 N6d4 13. Qg7 Qe7 14. Qxh8+ Kd7 15. Be2 Nxa1 16. Rxa1 g5 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,r1bqk1nr/pppp1ppp/2n5/2b1p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,r1bqk1nr/pppp1ppp/2n5/2b1p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,r1bqk1nr/ppp2ppp/2np4/2b1p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,cp -4,cp -9 lowerbound,cp 1,cp 6 upperbound,cp 0,cp 9 upperbound,cp -8 upperbound,cp 3
Rated Blitz game,https://lichess.org/LtIsHAHW,2022.10.09,julia_wiele,cubicinfinity,1-0,2022.10.09,04:12:34,923,927,+6,-5,Standard,300+0,C20,Normal,NA,NA,1. e4 e5 2. Qh5 Nc6 3. Bc4 g6 4. Qf3 Nf6 5. c3 d5 6. exd5 Nxd5 7. Bxd5 Ne7 8. Qxf7+ Kd7 9. Qe6+ Ke8 10. Qxe5 Qxd5 11. Qxc7 Qxg2 12. Na3 Qxh1 13. Qg3 Nf5 14. Qe5+ Kf7 15. Qxh8 Bg7 16. Qxh7 Qxg1+ 17. Ke2 Nh6 18. d4 Bg4+ 19. f3 Rh8 20. Bxh6 Rxh7 21. Rxg1 Bxf3+ 22. Kxf3 Rxh6 23. Rf1 Rxh2 24. Ke3+ Bf6 25. Kd3 Rxb2 26. Nc4 Rxa2 27. Nd6+ Kg7 28. Ne8+ Kf7 29. Nxf6 b5 30. Nd5+ Ke6 31. Nc7+ Kd7 32. Nxb5 Kc6 33. c4 a6 34. Na7+ Kb6 35. Nc8+ Ka5 36. c5 Kb4 37. Rb1+ Ka4 38. Nb6+ Ka5 39. Nc4+ Ka4 40. c6 a5 41. c7 g5 42. c8=Q Rh2 43. Nb2+ Kb3 44. Qc3+ Ka2 45. Qb3+ Kxb1 46. Nc4+ Rb2 47. Qxb2# 1-0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,r1bqkbnr/pppp1ppp/2n5/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq - 2 3,r1bqkbnr/pppp1ppp/2n5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 3 3,r1bqkbnr/pppp1p1p/2n3p1/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 0 4,r1bqkbnr/pppp1p1p/2n3p1/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 1 4,r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 2 5,cp -6 upperbound,cp 3 lowerbound,cp 0,cp -5 lowerbound,cp 9 lowerbound,cp -7,cp 12,cp -14
Rated Blitz game,https://lichess.org/MvLNrBSg,2022.10.09,cubicinfinity,julia_wiele,1-0,2022.10.09,04:05:03,922,929,+5,-6,Standard,300+0,B01,Normal,NA,NA,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe5+ 4. Qe2 Nc6 5. Nf3 Qa5 6. a3 f6 7. b4 Qf5 8. d3 Be6 9. Nh4 Qe5 10. Bf4 Qxf4 11. Qxe6 Qxh4 12. g3 Qd4 13. Kd2 Qxf2+ 14. Be2 Nd4 15. Raf1 Nf3+ 16. Kd1 Qg2 17. Bxf3 Qxf3+ 18. Rxf3 Nh6 19. Nd5 g5 20. Nxc7+ Kd8 21. Nxa8 Bg7 22. Qd5+ Kc8 23. d4 Rd8 24. Rc3+ Kb8 25. Qxd8# 1-0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,rnb1kbnr/ppp1pppp/8/4q3/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,rnb1kbnr/ppp1pppp/8/4q3/8/2N5/PPPPQPPP/R1B1KBNR b KQkq - 3 4,r1b1kbnr/ppp1pppp/2n5/4q3/8/2N5/PPPPQPPP/R1B1KBNR w KQkq - 4 5,cp -8 upperbound,cp 16,cp -13 lowerbound,cp 10 upperbound,cp -21,cp 17 upperbound,cp -21,cp 14 lowerbound
Rated Blitz game,https://lichess.org/8gX2jo3K,2022.10.09,HenilSoni,cubicinfinity,0-1,2022.10.09,03:59:51,1042,914,-8,+8,Standard,300+0,B00,Normal,NA,NA,1. e4 Nc6 2. d3 e5 3. Qh5 g6 4. Qf3 Nd4 5. Qd1 Nf6 6. Be3 Bc5 7. c3 Ne6 8. Bd4 Bxd4 9. cxd4 Nxd4 10. Nc3 d5 11. Qa4+ Bd7 12. Qb4 Nc2+ 13. Kd1 Nxb4 14. Be2 d4 15. Nd5 Nfxd5 16. exd5 Bf5 17. a3 Qxd5 18. Bf3 Qb3+ 19. Ke2 Qxd3+ 20. Ke1 Nc2# 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,r1bqkbnr/pppppppp/2n5/8/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,r1bqkbnr/pppp1ppp/2n5/4p2Q/4P3/3P4/PPP2PPP/RNB1KBNR b KQkq - 1 3,r1bqkbnr/pppp1p1p/2n3p1/4p2Q/4P3/3P4/PPP2PPP/RNB1KBNR w KQkq - 0 4,r1bqkbnr/pppp1p1p/2n3p1/4p3/4P3/3P1Q2/PPP2PPP/RNB1KBNR b KQkq - 1 4,r1bqkbnr/pppp1p1p/6p1/4p3/3nP3/3P1Q2/PPP2PPP/RNB1KBNR w KQkq - 2 5,cp 10 lowerbound,cp -8,cp -7,cp -29,cp 33 lowerbound,cp -31 lowerbound,cp 20 upperbound,cp -24
Rated Rapid game,https://lichess.org/JN127Ipj,2022.10.09,taha_moradi,cubicinfinity,0-1,2022.10.09,03:46:20,1265,1214,-8,+9,Standard,900+10,C50,Normal,NA,NA,1. e4 Nc6 2. Nf3 e5 3. Bc4 Bc5 4. d3 d6 5. Ng5 Nh6 6. Qh5 O-O 7. Bxf7+ Rxf7 8. Nxf7 Nxf7 9. O-O Nd4 10. f4 Nxc2+ 11. Kh1 g6 12. Qf3 Nxa1 13. fxe5 Qe7 14. exd6 Bxd6 15. Nc3 Ne5 16. Qe3 Nc2 17. Qh6 Ng4 18. Qd2 Nce3 19. Nd5 Nxd5 20. exd5 Nxh2 21. b4 Nxf1 22. Qf2 Bg3 23. Qxf1 Qh4+ 24. Kg1 Qh2# 0-1,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,r1bqkbnr/pppppppp/2n5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 2 2,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,r1bqk1nr/ppp2ppp/2np4/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,cp -39,cp 32 lowerbound,cp -25,cp 18,cp -17 upperbound,cp 24 upperbound,cp -21 lowerbound,cp -81
Rated Rapid game,https://lichess.org/d8HM5ZHQ,2022.10.09,Pavan2306,cubicinfinity,1-0,2022.10.09,03:36:11,1263,1221,+5,-7,Standard,900+10,B00,Normal,NA,NA,1. e4 g5 2. d4 d5 3. e5 e6 4. Bxg5 Qxg5 5. Nc3 Nc6 6. Nb5 Qe7 7. c4 Qb4+ 8. Qd2 Qxd2+ 9. Kxd2 dxc4 10. Nxc7+ Kd7 11. Nxa8 Nxd4 12. Bxc4 Bh6+ 13. Kd3 Nc6 14. Rd1 Nxe5+ 15. Ke4+ Kc6 16. Kxe5 f6+ 17. Ke4 Ne7 18. Nf3 Bd7 19. Nd4+ Kc5 20. Nxe6+ Bxe6 21. Bxe6 Rxa8 22. Rc1+ Kd6 23. Bc4 Rc8 24. Rc3 f5+ 25. Kf3 Nd5 26. Rd1 Rc5 27. Rxd5+ Rxd5 28. Bxd5 Kxd5 29. Rc7 1-0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppppp1p/8/6p1/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppppp1p/8/6p1/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,rnbqkbnr/ppp1pp1p/8/3p2p1/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,rnbqkbnr/ppp1pp1p/8/3pP1p1/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,rnbqkbnr/ppp2p1p/4p3/3pP1p1/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,rnbqkbnr/ppp2p1p/4p3/3pP1B1/3P4/8/PPP2PPP/RN1QKBNR b KQkq - 0 4,rnb1kbnr/ppp2p1p/4p3/3pP1q1/3P4/8/PPP2PPP/RN1QKBNR w KQkq - 0 5,cp 84,cp -86,cp 91 upperbound,cp -94 lowerbound,cp 88 upperbound,cp -88 lowerbound,cp -82 lowerbound,cp 85 upperbound
Rated Rapid game,https://lichess.org/4xuiSbCD,2022.10.09,cubicinfinity,jshal1,1-0,2022.10.09,03:18:55,1215,1117,+6,-5,Standard,900+10,A48,Normal,NA,NA,1. d4 Nf6 2. Nf3 g6 3. Bf4 Bg7 4. e3 d6 5. Nbd2 O-O 6. Bd3 Nbd7 7. c3 Re8 8. e4 e5 9. dxe5 dxe5 10. Bg5 Nc5 11. Bc4 Bg4 12. Be3 Nd3+ 13. Bxd3 Qxd3 14. h3 Bxf3 15. Nxf3 Qxe4 16. O-O Rad8 17. Qb3 b6 18. Ng5 Qd5 19. c4 Qd3 20. c5 Qxb3 21. axb3 a5 22. cxb6 cxb6 23. Bxb6 Rd5 24. Rxa5 Rxa5 25. Bxa5 Rb8 26. b4 Bh6 27. Nf3 e4 28. Nd4 Bg7 29. g4 Nxg4 30. Nc6 Rc8 31. Ne7+ 1-0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,rnbqkb1r/pppppp1p/5np1/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,rnbqkb1r/pppppp1p/5np1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,rnbqk2r/ppppppbp/5np1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 2 4,rnbqk2r/ppppppbp/5np1/8/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,rnbqk2r/ppp1ppbp/3p1np1/8/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,cp 73 lowerbound,cp -78 upperbound,cp -106 lowerbound,cp 108 upperbound,cp -112,cp 105,cp -101 lowerbound,cp 96 upperbound
Rated Blitz game,https://lichess.org/76jxXiES,2022.10.09,cubicinfinity,Ankit_KP,1-0,2022.10.09,03:00:29,909,881,+5,-5,Standard,300+0,D00,Time forfeit,NA,NA,1. d4 d5 2. Nc3 e6 3. Bf4 Nc6 4. Nf3 Nf6 5. e3 Ne4 6. Qd3 Bb4 7. Be2 Be7 8. Nxe4 dxe4 9. Qxe4 Bb4+ 10. c3 Ba5 11. b4 Bb6 12. Bb5 Bd7 13. O-O O-O 14. a4 f5 15. Qd3 a6 16. Bxc6 Bxc6 17. a5 Ba7 18. Ne5 Rc8 19. Nxc6 bxc6 20. f3 Qd5 21. c4 Qd7 22. c5 Qd5 23. Qxa6 1-0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,r1bqkbnr/ppp2ppp/2n1p3/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 2 4,r1bqkbnr/ppp2ppp/2n1p3/3p4/3P1B2/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 3 4,r1bqkb1r/ppp2ppp/2n1pn2/3p4/3P1B2/2N2N2/PPP1PPPP/R2QKB1R w KQkq - 4 5,cp -101,cp 96 upperbound,cp -98,cp 102 lowerbound,cp -104,cp 99 upperbound,cp -98 upperbound,cp 100
Rated Rapid game,https://lichess.org/z6CHLvv1,2022.10.09,cubicinfinity,eniteka,1/2-1/2,2022.10.09,02:40:26,1215,1209,+0,+1,Standard,600+0,A00,Normal,NA,NA,1. b4 e5 2. d3 Nf6 3. c4 c6 4. Ba3 d5 5. b5 Bxa3 6. Nxa3 O-O 7. Nf3 Nbd7 8. e4 dxe4 9. dxe4 cxb5 10. Qb3 Nxe4 11. Bd3 Ndc5 12. Qc2 Nxd3+ 13. Qxd3 Qxd3 14. Nxb5 Qxc4 15. a4 a6 16. Nxe5 Qb4+ 17. Ke2 axb5 18. Nd3 Nc3+ 19. Ke3 Re8+ 20. Kd2 Ne2+ 21. Nxb4 Rd8+ 22. Kxe2 Bg4+ 23. f3 Bf5 24. axb5 Rxa1 25. Rxa1 g6 26. Rd1 Rxd1 27. Kxd1 Bd7 28. b6 Kf8 29. g4 Ba4+ 30. Ke2 Ke7 31. Ke3 Kd6 32. Ke4 Kc5 33. Nd5 Bc2+ 34. Ke5 f6+ 35. Nxf6 Kxb6 36. Nxh7 Kc5 37. h4 b5 38. h5 b4 39. hxg6 Bxg6 40. Ng5 b3 41. Ne4+ Bxe4 42. fxe4 b2 43. g5 b1=Q 44. g6 Qb2+ 45. Kf5 Kd4 46. g7 Qf2+ 47. Kg6 Qg2+ 48. Kf7 Qf2+ 49. Kg6 Qg3+ 50. Kf7 Qf4+ 51. Kg6 Qd6+ 52. Kh7 Qh2+ 53. Kg6 Qg2+ 54. Kf7 Qf3+ 55. Kg6 Qxe4+ 56. Kf7 Qd5+ 57. Kf8 Qf5+ 58. Kg8 Ke5 59. Kh8 Kf6 60. g8=Q Qh5+ 61. Qh7 Qe8+ 62. Qg8 Qh5+ 63. Qh7 Qf7 1/2-1/2,rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/1P6/3P4/P1P1PPPP/RNBQKBNR b KQkq - 0 2,rnbqkb1r/pppp1ppp/5n2/4p3/1P6/3P4/P1P1PPPP/RNBQKBNR w KQkq - 1 3,rnbqkb1r/pppp1ppp/5n2/4p3/1PP5/3P4/P3PPPP/RNBQKBNR b KQkq - 0 3,rnbqkb1r/pp1p1ppp/2p2n2/4p3/1PP5/3P4/P3PPPP/RNBQKBNR w KQkq - 0 4,rnbqkb1r/pp1p1ppp/2p2n2/4p3/1PP5/B2P4/P3PPPP/RN1QKBNR b KQkq - 1 4,rnbqkb1r/pp3ppp/2p2n2/3pp3/1PP5/B2P4/P3PPPP/RN1QKBNR w KQkq - 0 5,cp -107 lowerbound,cp 113 lowerbound,cp -111,cp 108,cp 111,cp -102,cp 103,cp 103 lowerbound
Rated Rapid game,https://lichess.org/gxvrJ0nq,2022.10.09,umberto1111,cubicinfinity,1-0,2022.10.09,02:20:11,1204,1224,+7,-9,Standard,600+0,C23,Normal,NA,NA,1. e4 e5 2. Bc4 Nc6 3. Nc3 Bc5 4. Nd5 d6 5. Qf3 f6 6. d3 Nd4 7. Qd1 Be6 8. h4 h5 9. c3 Nc6 10. Qa4 Kf7 11. b4 Bb6 12. b5 Nce7 13. Nxc7 Bxc7 14. Bxe6+ Kxe6 15. Nf3 a6 16. Qc4+ d5 17. exd5+ Nxd5 18. d4 e4 19. Ng5+ fxg5 20. Bxg5 Qd6 21. Qe2 Nxc3 22. Qe3 Ba5 23. Qh3+ Kd5 24. Qf5+ Kxd4 25. Be3+ Kc4 26. O-O Nxb5 27. Qxe4+ Nd4 28. Rac1+ Kb4 29. Qb1+ Ka3 30. Rfd1 Nf3+ 31. Kf1 Qb4 32. Rd3+ Ka4 33. Qc2+ Kb5 34. Rd5+ Qc5 35. Qxc5+ Ka4 36. Rd4+ Bb4 37. Qxb4# 1-0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 4 4,r1bqk1nr/pppp1ppp/2n5/2bNp3/2B1P3/8/PPPP1PPP/R1BQK1NR b KQkq - 5 4,r1bqk1nr/ppp2ppp/2np4/2bNp3/2B1P3/8/PPPP1PPP/R1BQK1NR w KQkq - 0 5,cp 96,cp 98 lowerbound,cp -99 lowerbound,cp 109 upperbound,cp -103,cp 98 lowerbound,cp -102 upperbound,cp 108
